#    L    TT             EE             TE             PP             TP          
   553   0.247183E+04   0.790598E+01   0.440949E+01   0.618162E+06   0.447390E+02
   554   0.246823E+04   0.803849E+01   0.554658E+01   0.616332E+06   0.450720E+02
   555   0.246440E+04   0.817535E+01   0.666842E+01   0.614511E+06   0.454206E+02
   556   0.246035E+04   0.831730E+01   0.777485E+01   0.612697E+06   0.457844E+02
   557   0.245615E+04   0.846361E+01   0.886409E+01   0.610890E+06   0.461633E+02
   558   0.245172E+04   0.861577E+01   0.993671E+01   0.609091E+06   0.465572E+02
   559   0.244708E+04   0.877155E+01   0.109920E+02   0.607300E+06   0.469657E+02
   560   0.244235E+04   0.893171E+01   0.120284E+02   0.605516E+06   0.473888E+02
   561   0.243726E+04   0.909698E+01   0.130459E+02   0.603739E+06   0.478262E+02
   562   0.243216E+04   0.926737E+01   0.140438E+02   0.601970E+06   0.482778E+02
   563   0.242684E+04   0.944141E+01   0.150236E+02   0.600208E+06   0.487433E+02
   564   0.242137E+04   0.962131E+01   0.159800E+02   0.598453E+06   0.492226E+02
   565   0.241567E+04   0.980413E+01   0.169168E+02   0.596706E+06   0.497155E+02
   566   0.240982E+04   0.999209E+01   0.178309E+02   0.594966E+06   0.502218E+02
   567   0.240383E+04   0.101837E+02   0.187232E+02   0.593233E+06   0.507413E+02
   568   0.239768E+04   0.103805E+02   0.195920E+02   0.591507E+06   0.512738E+02
   569   0.239130E+04   0.105816E+02   0.204397E+02   0.589788E+06   0.518191E+02
   570   0.238485E+04   0.107865E+02   0.212610E+02   0.588077E+06   0.523770E+02
   571   0.237818E+04   0.109958E+02   0.220582E+02   0.586373E+06   0.529474E+02
   572   0.237135E+04   0.112087E+02   0.228312E+02   0.584675E+06   0.535301E+02
   573   0.236444E+04   0.114253E+02   0.235778E+02   0.582985E+06   0.541248E+02
   574   0.235739E+04   0.116464E+02   0.242994E+02   0.581302E+06   0.547314E+02
   575   0.235018E+04   0.118704E+02   0.249939E+02   0.579625E+06   0.553497E+02
   576   0.234289E+04   0.120989E+02   0.256628E+02   0.577956E+06   0.559795E+02
   577   0.233538E+04   0.123311E+02   0.263044E+02   0.576293E+06   0.566206E+02
   578   0.232779E+04   0.125662E+02   0.269181E+02   0.574638E+06   0.572729E+02
   579   0.232012E+04   0.128058E+02   0.275046E+02   0.572989E+06   0.579360E+02
   580   0.231237E+04   0.130484E+02   0.280616E+02   0.571347E+06   0.586099E+02
   581   0.230432E+04   0.132939E+02   0.285915E+02   0.569711E+06   0.592944E+02
   582   0.229626E+04   0.135432E+02   0.290919E+02   0.568083E+06   0.599892E+02
   583   0.228813E+04   0.137954E+02   0.295621E+02   0.566461E+06   0.606943E+02
   584   0.227992E+04   0.140507E+02   0.300035E+02   0.564846E+06   0.614093E+02
   585   0.227163E+04   0.143089E+02   0.304147E+02   0.563237E+06   0.621341E+02
   586   0.226318E+04   0.145694E+02   0.307957E+02   0.561635E+06   0.628685E+02
   587   0.225473E+04   0.148337E+02   0.311465E+02   0.560040E+06   0.636123E+02
   588   0.224613E+04   0.151002E+02   0.314655E+02   0.558451E+06   0.643654E+02
   589   0.223744E+04   0.153697E+02   0.317542E+02   0.556868E+06   0.651275E+02
   590   0.222868E+04   0.156408E+02   0.320120E+02   0.555292E+06   0.658984E+02
   591   0.221991E+04   0.159156E+02   0.322379E+02   0.553723E+06   0.666780E+02
   592   0.221106E+04   0.161913E+02   0.324314E+02   0.552160E+06   0.674661E+02
   593   0.220212E+04   0.164707E+02   0.325946E+02   0.550603E+06   0.682625E+02
   594   0.219304E+04   0.167516E+02   0.327244E+02   0.549052E+06   0.690670E+02
   595   0.218394E+04   0.170334E+02   0.328233E+02   0.547508E+06   0.698794E+02
   596   0.217492E+04   0.173190E+02   0.328888E+02   0.545970E+06   0.706995E+02
   597   0.216581E+04   0.176038E+02   0.329225E+02   0.544439E+06   0.715271E+02
   598   0.215685E+04   0.178918E+02   0.329237E+02   0.542914E+06   0.723621E+02
   599   0.214773E+04   0.181813E+02   0.328930E+02   0.541394E+06   0.732043E+02
   600   0.213852E+04   0.184724E+02   0.328290E+02   0.539881E+06   0.740533E+02
   601   0.212931E+04   0.187651E+02   0.327323E+02   0.538374E+06   0.749092E+02
   602   0.212010E+04   0.190579E+02   0.326023E+02   0.536873E+06   0.757716E+02
   603   0.211080E+04   0.193530E+02   0.324412E+02   0.535379E+06   0.766405E+02
   604   0.210164E+04   0.196482E+02   0.322466E+02   0.533890E+06   0.775155E+02
   605   0.209240E+04   0.199443E+02   0.320193E+02   0.532407E+06   0.783964E+02
   606   0.208323E+04   0.202413E+02   0.317593E+02   0.530930E+06   0.792832E+02
   607   0.207382E+04   0.205391E+02   0.314665E+02   0.529459E+06   0.801756E+02
   608   0.206464E+04   0.208377E+02   0.311409E+02   0.527994E+06   0.810733E+02
   609   0.205551E+04   0.211358E+02   0.307825E+02   0.526535E+06   0.819763E+02
   610   0.204631E+04   0.214339E+02   0.303912E+02   0.525082E+06   0.828842E+02
   611   0.203717E+04   0.217330E+02   0.299678E+02   0.523635E+06   0.837970E+02
   612   0.202811E+04   0.220329E+02   0.295129E+02   0.522193E+06   0.847143E+02
   613   0.201895E+04   0.223300E+02   0.290244E+02   0.520758E+06   0.856361E+02
   614   0.200994E+04   0.226287E+02   0.285037E+02   0.519328E+06   0.865621E+02
   615   0.200093E+04   0.229261E+02   0.279514E+02   0.517904E+06   0.874920E+02
   616   0.199197E+04   0.232243E+02   0.273676E+02   0.516485E+06   0.884259E+02
   617   0.198316E+04   0.235220E+02   0.267523E+02   0.515072E+06   0.893633E+02
   618   0.197435E+04   0.238191E+02   0.261045E+02   0.513665E+06   0.903041E+02
   619   0.196552E+04   0.241163E+02   0.254274E+02   0.512264E+06   0.912482E+02
   620   0.195691E+04   0.244108E+02   0.247187E+02   0.510868E+06   0.921953E+02
   621   0.194822E+04   0.247054E+02   0.239790E+02   0.509478E+06   0.931452E+02
   622   0.193967E+04   0.249987E+02   0.232083E+02   0.508093E+06   0.940978E+02
   623   0.193126E+04   0.252899E+02   0.224089E+02   0.506714E+06   0.950528E+02
   624   0.192284E+04   0.255798E+02   0.215792E+02   0.505340E+06   0.960100E+02
   625   0.191449E+04   0.258684E+02   0.207191E+02   0.503972E+06   0.969693E+02
   626   0.190628E+04   0.261557E+02   0.198303E+02   0.502609E+06   0.979304E+02
   627   0.189821E+04   0.264410E+02   0.189125E+02   0.501252E+06   0.988932E+02
   628   0.189021E+04   0.267242E+02   0.179658E+02   0.499900E+06   0.998574E+02
   629   0.188235E+04   0.270054E+02   0.169909E+02   0.498553E+06   0.100823E+03
   630   0.187448E+04   0.272846E+02   0.159871E+02   0.497212E+06   0.101789E+03
   631   0.186675E+04   0.275617E+02   0.149572E+02   0.495876E+06   0.102757E+03
   632   0.185924E+04   0.278361E+02   0.138991E+02   0.494545E+06   0.103725E+03
   633   0.185172E+04   0.281092E+02   0.128148E+02   0.493220E+06   0.104693E+03
   634   0.184441E+04   0.283781E+02   0.117045E+02   0.491900E+06   0.105662E+03
   635   0.183725E+04   0.286456E+02   0.105683E+02   0.490585E+06   0.106631E+03
   636   0.183008E+04   0.289112E+02   0.940710E+01   0.489275E+06   0.107600E+03
   637   0.182312E+04   0.291718E+02   0.822009E+01   0.487971E+06   0.108568E+03
   638   0.181631E+04   0.294311E+02   0.700947E+01   0.486671E+06   0.109536E+03
   639   0.180963E+04   0.296862E+02   0.577422E+01   0.485377E+06   0.110503E+03
   640   0.180310E+04   0.299393E+02   0.451591E+01   0.484088E+06   0.111469E+03
   641   0.179671E+04   0.301889E+02   0.323449E+01   0.482803E+06   0.112435E+03
   642   0.179038E+04   0.304343E+02   0.193070E+01   0.481524E+06   0.113398E+03
   643   0.178427E+04   0.306777E+02   0.605004E+00   0.480250E+06   0.114361E+03
   644   0.177838E+04   0.309154E+02  -0.741970E+00   0.478981E+06   0.115321E+03
   645   0.177255E+04   0.311504E+02  -0.210995E+01   0.477717E+06   0.116280E+03
   646   0.176686E+04   0.313819E+02  -0.349829E+01   0.476457E+06   0.117237E+03
   647   0.176146E+04   0.316093E+02  -0.490687E+01   0.475203E+06   0.118191E+03
   648   0.175606E+04   0.318331E+02  -0.633380E+01   0.473953E+06   0.119143E+03
   649   0.175094E+04   0.320521E+02  -0.777984E+01   0.472709E+06   0.120092E+03
   650   0.174597E+04   0.322668E+02  -0.924354E+01   0.471469E+06   0.121038E+03
   651   0.174113E+04   0.324789E+02  -0.107249E+02   0.470234E+06   0.121982E+03
   652   0.173644E+04   0.326860E+02  -0.122233E+02   0.469004E+06   0.122922E+03
   653   0.173203E+04   0.328874E+02  -0.137371E+02   0.467778E+06   0.123858E+03
   654   0.172770E+04   0.330854E+02  -0.152657E+02   0.466557E+06   0.124791E+03
   655   0.172350E+04   0.332792E+02  -0.168099E+02   0.465341E+06   0.125721E+03
   656   0.171960E+04   0.334680E+02  -0.183682E+02   0.464130E+06   0.126647E+03
   657   0.171584E+04   0.336519E+02  -0.199391E+02   0.462923E+06   0.127570E+03
   658   0.171214E+04   0.338316E+02  -0.215234E+02   0.461721E+06   0.128488E+03
   659   0.170881E+04   0.340064E+02  -0.231197E+02   0.460523E+06   0.129403E+03
   660   0.170563E+04   0.341755E+02  -0.247271E+02   0.459330E+06   0.130313E+03
   661   0.170258E+04   0.343396E+02  -0.263443E+02   0.458142E+06   0.131219E+03
   662   0.169976E+04   0.344995E+02  -0.279728E+02   0.456958E+06   0.132121E+03
   663   0.169708E+04   0.346545E+02  -0.296110E+02   0.455779E+06   0.133019E+03
   664   0.169461E+04   0.348030E+02  -0.312569E+02   0.454604E+06   0.133912E+03
   665   0.169229E+04   0.349466E+02  -0.329111E+02   0.453434E+06   0.134800E+03
   666   0.169018E+04   0.350853E+02  -0.345722E+02   0.452268E+06   0.135684E+03
   667   0.168830E+04   0.352182E+02  -0.362403E+02   0.451107E+06   0.136562E+03
   668   0.168648E+04   0.353461E+02  -0.379145E+02   0.449950E+06   0.137436E+03
   669   0.168503E+04   0.354684E+02  -0.395936E+02   0.448797E+06   0.138304E+03
   670   0.168366E+04   0.355850E+02  -0.412758E+02   0.447649E+06   0.139168E+03
   671   0.168257E+04   0.356973E+02  -0.429629E+02   0.446505E+06   0.140026E+03
   672   0.168156E+04   0.358025E+02  -0.446533E+02   0.445366E+06   0.140879E+03
   673   0.168083E+04   0.359034E+02  -0.463449E+02   0.444231E+06   0.141726E+03
   674   0.168026E+04   0.359978E+02  -0.480383E+02   0.443100E+06   0.142567E+03
   675   0.167990E+04   0.360866E+02  -0.497329E+02   0.441973E+06   0.143403E+03
   676   0.167969E+04   0.361696E+02  -0.514265E+02   0.440851E+06   0.144233E+03
   677   0.167970E+04   0.362470E+02  -0.531198E+02   0.439733E+06   0.145056E+03
   678   0.167993E+04   0.363178E+02  -0.548121E+02   0.438619E+06   0.145874E+03
   679   0.168031E+04   0.363837E+02  -0.565020E+02   0.437509E+06   0.146686E+03
   680   0.168098E+04   0.364439E+02  -0.581894E+02   0.436404E+06   0.147491E+03
   681   0.168180E+04   0.364976E+02  -0.598723E+02   0.435302E+06   0.148289E+03
   682   0.168276E+04   0.365448E+02  -0.615520E+02   0.434205E+06   0.149082E+03
   683   0.168402E+04   0.365878E+02  -0.632279E+02   0.433112E+06   0.149867E+03
   684   0.168535E+04   0.366228E+02  -0.648977E+02   0.432023E+06   0.150646E+03
   685   0.168683E+04   0.366529E+02  -0.665616E+02   0.430938E+06   0.151418E+03
   686   0.168853E+04   0.366764E+02  -0.682105E+02   0.429857E+06   0.152183E+03
   687   0.169053E+04   0.366950E+02  -0.698557E+02   0.428780E+06   0.152940E+03
   688   0.169260E+04   0.367064E+02  -0.714950E+02   0.427707E+06   0.153691E+03
   689   0.169490E+04   0.367120E+02  -0.731209E+02   0.426638E+06   0.154434E+03
   690   0.169734E+04   0.367126E+02  -0.747409E+02   0.425573E+06   0.155170E+03
   691   0.170000E+04   0.367053E+02  -0.763476E+02   0.424512E+06   0.155898E+03
   692   0.170281E+04   0.366937E+02  -0.779410E+02   0.423455E+06   0.156619E+03
   693   0.170585E+04   0.366756E+02  -0.795286E+02   0.422402E+06   0.157331E+03
   694   0.170896E+04   0.366511E+02  -0.810956E+02   0.421352E+06   0.158036E+03
   695   0.171237E+04   0.366222E+02  -0.826493E+02   0.420307E+06   0.158733E+03
   696   0.171593E+04   0.365862E+02  -0.842048E+02   0.419265E+06   0.159422E+03
   697   0.171964E+04   0.365444E+02  -0.857322E+02   0.418227E+06   0.160103E+03
   698   0.172349E+04   0.364961E+02  -0.872465E+02   0.417193E+06   0.160775E+03
   699   0.172750E+04   0.364428E+02  -0.887402E+02   0.416163E+06   0.161438E+03
   700   0.173173E+04   0.363829E+02  -0.902209E+02   0.415136E+06   0.162094E+03
   701   0.173611E+04   0.363174E+02  -0.916885E+02   0.414113E+06   0.162740E+03
   702   0.174064E+04   0.362468E+02  -0.931282E+02   0.413094E+06   0.163378E+03
   703   0.174533E+04   0.361697E+02  -0.945697E+02   0.412078E+06   0.164007E+03
   704   0.175016E+04   0.360876E+02  -0.959758E+02   0.411066E+06   0.164627E+03
   705   0.175507E+04   0.359989E+02  -0.973613E+02   0.410058E+06   0.165238E+03
   706   0.176021E+04   0.359052E+02  -0.987338E+02   0.409053E+06   0.165840E+03
   707   0.176542E+04   0.358057E+02  -0.100086E+03   0.408052E+06   0.166433E+03
   708   0.177093E+04   0.357012E+02  -0.101402E+03   0.407055E+06   0.167016E+03
   709   0.177645E+04   0.355908E+02  -0.102713E+03   0.406061E+06   0.167590E+03
   710   0.178219E+04   0.354747E+02  -0.103996E+03   0.405071E+06   0.168155E+03
   711   0.178801E+04   0.353534E+02  -0.105251E+03   0.404084E+06   0.168710E+03
   712   0.179398E+04   0.352271E+02  -0.106493E+03   0.403101E+06   0.169256E+03
   713   0.180018E+04   0.350950E+02  -0.107699E+03   0.402121E+06   0.169792E+03
   714   0.180631E+04   0.349585E+02  -0.108885E+03   0.401145E+06   0.170318E+03
   715   0.181266E+04   0.348161E+02  -0.110050E+03   0.400172E+06   0.170834E+03
   716   0.181917E+04   0.346687E+02  -0.111187E+03   0.399203E+06   0.171340E+03
   717   0.182576E+04   0.345169E+02  -0.112289E+03   0.398237E+06   0.171837E+03
   718   0.183242E+04   0.343600E+02  -0.113377E+03   0.397275E+06   0.172323E+03
   719   0.183924E+04   0.341964E+02  -0.114423E+03   0.396316E+06   0.172799E+03
   720   0.184607E+04   0.340292E+02  -0.115455E+03   0.395361E+06   0.173265E+03
   721   0.185319E+04   0.338584E+02  -0.116445E+03   0.394408E+06   0.173720E+03
   722   0.186025E+04   0.336817E+02  -0.117406E+03   0.393460E+06   0.174165E+03
   723   0.186746E+04   0.335013E+02  -0.118347E+03   0.392514E+06   0.174600E+03
   724   0.187475E+04   0.333158E+02  -0.119260E+03   0.391572E+06   0.175024E+03
   725   0.188213E+04   0.331266E+02  -0.120137E+03   0.390633E+06   0.175437E+03
   726   0.188965E+04   0.329344E+02  -0.120978E+03   0.389698E+06   0.175839E+03
   727   0.189719E+04   0.327364E+02  -0.121799E+03   0.388766E+06   0.176231E+03
   728   0.190480E+04   0.325331E+02  -0.122585E+03   0.387837E+06   0.176612E+03
   729   0.191249E+04   0.323270E+02  -0.123342E+03   0.386911E+06   0.176981E+03
   730   0.192019E+04   0.321171E+02  -0.124064E+03   0.385988E+06   0.177340E+03
   731   0.192812E+04   0.319020E+02  -0.124750E+03   0.385069E+06   0.177687E+03
   732   0.193599E+04   0.316854E+02  -0.125401E+03   0.384153E+06   0.178023E+03
   733   0.194401E+04   0.314636E+02  -0.126031E+03   0.383240E+06   0.178348E+03
   734   0.195203E+04   0.312388E+02  -0.126610E+03   0.382330E+06   0.178661E+03
   735   0.196014E+04   0.310096E+02  -0.127176E+03   0.381424E+06   0.178963E+03
   736   0.196818E+04   0.307773E+02  -0.127692E+03   0.380520E+06   0.179253E+03
   737   0.197638E+04   0.305428E+02  -0.128187E+03   0.379620E+06   0.179531E+03
   738   0.198451E+04   0.303053E+02  -0.128632E+03   0.378722E+06   0.179798E+03
   739   0.199273E+04   0.300640E+02  -0.129048E+03   0.377828E+06   0.180053E+03
   740   0.200095E+04   0.298197E+02  -0.129436E+03   0.376937E+06   0.180296E+03
   741   0.200926E+04   0.295716E+02  -0.129788E+03   0.376049E+06   0.180526E+03
   742   0.201757E+04   0.293235E+02  -0.130098E+03   0.375164E+06   0.180745E+03
   743   0.202590E+04   0.290730E+02  -0.130379E+03   0.374282E+06   0.180952E+03
   744   0.203430E+04   0.288188E+02  -0.130617E+03   0.373403E+06   0.181146E+03
   745   0.204265E+04   0.285623E+02  -0.130834E+03   0.372527E+06   0.181328E+03
   746   0.205092E+04   0.283042E+02  -0.130994E+03   0.371654E+06   0.181497E+03
   747   0.205921E+04   0.280430E+02  -0.131132E+03   0.370783E+06   0.181654E+03
   748   0.206758E+04   0.277809E+02  -0.131235E+03   0.369916E+06   0.181798E+03
   749   0.207596E+04   0.275151E+02  -0.131310E+03   0.369052E+06   0.181930E+03
   750   0.208428E+04   0.272491E+02  -0.131341E+03   0.368190E+06   0.182048E+03
   751   0.209261E+04   0.269808E+02  -0.131337E+03   0.367332E+06   0.182154E+03
   752   0.210095E+04   0.267124E+02  -0.131290E+03   0.366476E+06   0.182247E+03
   753   0.210922E+04   0.264409E+02  -0.131214E+03   0.365623E+06   0.182328E+03
   754   0.211743E+04   0.261692E+02  -0.131095E+03   0.364773E+06   0.182396E+03
   755   0.212573E+04   0.258960E+02  -0.130947E+03   0.363926E+06   0.182451E+03
   756   0.213381E+04   0.256218E+02  -0.130764E+03   0.363081E+06   0.182495E+03
   757   0.214205E+04   0.253475E+02  -0.130537E+03   0.362240E+06   0.182525E+03
   758   0.215008E+04   0.250716E+02  -0.130275E+03   0.361401E+06   0.182544E+03
   759   0.215819E+04   0.247947E+02  -0.129984E+03   0.360565E+06   0.182551E+03
   760   0.216617E+04   0.245178E+02  -0.129656E+03   0.359731E+06   0.182546E+03
   761   0.217408E+04   0.242406E+02  -0.129293E+03   0.358901E+06   0.182529E+03
   762   0.218207E+04   0.239633E+02  -0.128894E+03   0.358073E+06   0.182500E+03
   763   0.218986E+04   0.236866E+02  -0.128458E+03   0.357248E+06   0.182460E+03
   764   0.219765E+04   0.234090E+02  -0.127994E+03   0.356426E+06   0.182409E+03
   765   0.220531E+04   0.231312E+02  -0.127486E+03   0.355606E+06   0.182346E+03
   766   0.221297E+04   0.228547E+02  -0.126949E+03   0.354789E+06   0.182271E+03
   767   0.222050E+04   0.225787E+02  -0.126376E+03   0.353975E+06   0.182186E+03
   768   0.222796E+04   0.223026E+02  -0.125759E+03   0.353163E+06   0.182089E+03
   769   0.223536E+04   0.220263E+02  -0.125121E+03   0.352354E+06   0.181982E+03
   770   0.224263E+04   0.217520E+02  -0.124446E+03   0.351548E+06   0.181863E+03
   771   0.224982E+04   0.214783E+02  -0.123735E+03   0.350744E+06   0.181734E+03
   772   0.225688E+04   0.212058E+02  -0.122980E+03   0.349943E+06   0.181595E+03
   773   0.226388E+04   0.209346E+02  -0.122203E+03   0.349144E+06   0.181445E+03
   774   0.227074E+04   0.206647E+02  -0.121397E+03   0.348348E+06   0.181284E+03
   775   0.227760E+04   0.203961E+02  -0.120555E+03   0.347555E+06   0.181113E+03
   776   0.228419E+04   0.201295E+02  -0.119683E+03   0.346764E+06   0.180932E+03
   777   0.229070E+04   0.198642E+02  -0.118775E+03   0.345976E+06   0.180741E+03
   778   0.229730E+04   0.196008E+02  -0.117830E+03   0.345190E+06   0.180540E+03
   779   0.230354E+04   0.193395E+02  -0.116863E+03   0.344407E+06   0.180329E+03
   780   0.230972E+04   0.190786E+02  -0.115860E+03   0.343626E+06   0.180108E+03
   781   0.231583E+04   0.188220E+02  -0.114834E+03   0.342848E+06   0.179877E+03
   782   0.232173E+04   0.185666E+02  -0.113786E+03   0.342072E+06   0.179637E+03
   783   0.232757E+04   0.183140E+02  -0.112695E+03   0.341299E+06   0.179388E+03
   784   0.233327E+04   0.180641E+02  -0.111573E+03   0.340528E+06   0.179129E+03
   785   0.233875E+04   0.178161E+02  -0.110430E+03   0.339760E+06   0.178861E+03
   786   0.234418E+04   0.175709E+02  -0.109235E+03   0.338994E+06   0.178584E+03
   787   0.234938E+04   0.173291E+02  -0.108025E+03   0.338230E+06   0.178297E+03
   788   0.235446E+04   0.170893E+02  -0.106792E+03   0.337469E+06   0.178002E+03
   789   0.235939E+04   0.168514E+02  -0.105538E+03   0.336711E+06   0.177698E+03
   790   0.236426E+04   0.166193E+02  -0.104246E+03   0.335954E+06   0.177386E+03
   791   0.236891E+04   0.163890E+02  -0.102925E+03   0.335200E+06   0.177064E+03
   792   0.237343E+04   0.161630E+02  -0.101589E+03   0.334449E+06   0.176735E+03
   793   0.237774E+04   0.159411E+02  -0.100215E+03   0.333700E+06   0.176397E+03
   794   0.238183E+04   0.157226E+02  -0.988268E+02   0.332953E+06   0.176050E+03
   795   0.238579E+04   0.155068E+02  -0.974085E+02   0.332208E+06   0.175696E+03
   796   0.238975E+04   0.152960E+02  -0.959750E+02   0.331466E+06   0.175333E+03
   797   0.239335E+04   0.150877E+02  -0.945116E+02   0.330726E+06   0.174962E+03
   798   0.239682E+04   0.148844E+02  -0.930331E+02   0.329988E+06   0.174584E+03
   799   0.240015E+04   0.146853E+02  -0.915320E+02   0.329253E+06   0.174198E+03
   800   0.240334E+04   0.144895E+02  -0.900082E+02   0.328520E+06   0.173804E+03
   801   0.240631E+04   0.142986E+02  -0.884692E+02   0.327789E+06   0.173403E+03
   802   0.240901E+04   0.141119E+02  -0.868926E+02   0.327060E+06   0.172994E+03
   803   0.241171E+04   0.139286E+02  -0.853155E+02   0.326334E+06   0.172578E+03
   804   0.241412E+04   0.137509E+02  -0.837083E+02   0.325610E+06   0.172154E+03
   805   0.241647E+04   0.135773E+02  -0.820857E+02   0.324888E+06   0.171723E+03
   806   0.241853E+04   0.134079E+02  -0.804477E+02   0.324168E+06   0.171286E+03
   807   0.242037E+04   0.132442E+02  -0.787944E+02   0.323450E+06   0.170840E+03
   808   0.242201E+04   0.130853E+02  -0.771181E+02   0.322735E+06   0.170388E+03
   809   0.242358E+04   0.129314E+02  -0.754338E+02   0.322022E+06   0.169929E+03
   810   0.242486E+04   0.127823E+02  -0.737266E+02   0.321310E+06   0.169463E+03
   811   0.242592E+04   0.126382E+02  -0.720046E+02   0.320602E+06   0.168990E+03
   812   0.242685E+04   0.125004E+02  -0.702723E+02   0.319895E+06   0.168510E+03
   813   0.242756E+04   0.123661E+02  -0.685288E+02   0.319190E+06   0.168024E+03
   814   0.242821E+04   0.122382E+02  -0.667720E+02   0.318488E+06   0.167531E+03
   815   0.242856E+04   0.121152E+02  -0.650040E+02   0.317787E+06   0.167031E+03
   816   0.242863E+04   0.119979E+02  -0.632247E+02   0.317089E+06   0.166525E+03
   817   0.242856E+04   0.118854E+02  -0.614351E+02   0.316393E+06   0.166012E+03
   818   0.242842E+04   0.117794E+02  -0.596356E+02   0.315699E+06   0.165493E+03
   819   0.242799E+04   0.116784E+02  -0.578271E+02   0.315007E+06   0.164968E+03
   820   0.242742E+04   0.115829E+02  -0.560095E+02   0.314317E+06   0.164436E+03
   821   0.242656E+04   0.114925E+02  -0.541858E+02   0.313629E+06   0.163898E+03
   822   0.242556E+04   0.114091E+02  -0.523544E+02   0.312943E+06   0.163354E+03
   823   0.242434E+04   0.113308E+02  -0.505161E+02   0.312259E+06   0.162804E+03
   824   0.242283E+04   0.112588E+02  -0.486716E+02   0.311577E+06   0.162248E+03
   825   0.242125E+04   0.111918E+02  -0.468231E+02   0.310898E+06   0.161686E+03
   826   0.241939E+04   0.111319E+02  -0.449697E+02   0.310220E+06   0.161118E+03
   827   0.241730E+04   0.110770E+02  -0.431138E+02   0.309544E+06   0.160545E+03
   828   0.241515E+04   0.110285E+02  -0.412546E+02   0.308871E+06   0.159965E+03
   829   0.241271E+04   0.109865E+02  -0.393934E+02   0.308199E+06   0.159380E+03
   830   0.241012E+04   0.109501E+02  -0.375326E+02   0.307529E+06   0.158789E+03
   831   0.240732E+04   0.109195E+02  -0.356706E+02   0.306861E+06   0.158193E+03
   832   0.240430E+04   0.108945E+02  -0.338088E+02   0.306196E+06   0.157592E+03
   833   0.240113E+04   0.108760E+02  -0.319479E+02   0.305532E+06   0.156985E+03
   834   0.239768E+04   0.108632E+02  -0.300881E+02   0.304870E+06   0.156372E+03
   835   0.239415E+04   0.108576E+02  -0.282306E+02   0.304210E+06   0.155755E+03
   836   0.239026E+04   0.108570E+02  -0.263755E+02   0.303552E+06   0.155132E+03
   837   0.238630E+04   0.108628E+02  -0.245242E+02   0.302896E+06   0.154504E+03
   838   0.238212E+04   0.108751E+02  -0.226767E+02   0.302242E+06   0.153871E+03
   839   0.237765E+04   0.108930E+02  -0.208330E+02   0.301589E+06   0.153233E+03
   840   0.237311E+04   0.109182E+02  -0.189953E+02   0.300939E+06   0.152590E+03
   841   0.236835E+04   0.109484E+02  -0.171650E+02   0.300290E+06   0.151942E+03
   842   0.236337E+04   0.109843E+02  -0.153392E+02   0.299644E+06   0.151290E+03
   843   0.235824E+04   0.110266E+02  -0.135237E+02   0.298999E+06   0.150632E+03
   844   0.235282E+04   0.110754E+02  -0.117149E+02   0.298356E+06   0.149970E+03
   845   0.234733E+04   0.111292E+02  -0.991556E+01   0.297715E+06   0.149304E+03
   846   0.234170E+04   0.111910E+02  -0.812631E+01   0.297076E+06   0.148633E+03
   847   0.233592E+04   0.112570E+02  -0.634678E+01   0.296438E+06   0.147957E+03
   848   0.232992E+04   0.113295E+02  -0.457888E+01   0.295803E+06   0.147277E+03
   849   0.232362E+04   0.114078E+02  -0.282197E+01   0.295169E+06   0.146593E+03
   850   0.231733E+04   0.114925E+02  -0.107713E+01   0.294537E+06   0.145904E+03
   851   0.231074E+04   0.115829E+02   0.655065E+00   0.293907E+06   0.145211E+03
   852   0.230401E+04   0.116799E+02   0.237422E+01   0.293278E+06   0.144515E+03
   853   0.229713E+04   0.117819E+02   0.407958E+01   0.292652E+06   0.143814E+03
   854   0.229003E+04   0.118903E+02   0.576974E+01   0.292027E+06   0.143109E+03
   855   0.228271E+04   0.120046E+02   0.744565E+01   0.291404E+06   0.142400E+03
   856   0.227539E+04   0.121231E+02   0.910545E+01   0.290783E+06   0.141687E+03
   857   0.226777E+04   0.122482E+02   0.107484E+02   0.290163E+06   0.140970E+03
   858   0.226001E+04   0.123805E+02   0.123745E+02   0.289545E+06   0.140250E+03
   859   0.225209E+04   0.125157E+02   0.139844E+02   0.288929E+06   0.139526E+03
   860   0.224411E+04   0.126574E+02   0.155753E+02   0.288315E+06   0.138799E+03
   861   0.223590E+04   0.128049E+02   0.171471E+02   0.287702E+06   0.138068E+03
   862   0.222755E+04   0.129575E+02   0.187005E+02   0.287091E+06   0.137333E+03
   863   0.221904E+04   0.131159E+02   0.202332E+02   0.286482E+06   0.136595E+03
   864   0.221039E+04   0.132787E+02   0.217462E+02   0.285874E+06   0.135854E+03
   865   0.220144E+04   0.134473E+02   0.232370E+02   0.285269E+06   0.135109E+03
   866   0.219271E+04   0.136210E+02   0.247064E+02   0.284665E+06   0.134362E+03
   867   0.218361E+04   0.138005E+02   0.261538E+02   0.284062E+06   0.133611E+03
   868   0.217444E+04   0.139845E+02   0.275790E+02   0.283461E+06   0.132857E+03
   869   0.216511E+04   0.141735E+02   0.289814E+02   0.282862E+06   0.132100E+03
   870   0.215564E+04   0.143669E+02   0.303601E+02   0.282265E+06   0.131340E+03
   871   0.214609E+04   0.145655E+02   0.317145E+02   0.281669E+06   0.130578E+03
   872   0.213639E+04   0.147692E+02   0.330453E+02   0.281075E+06   0.129812E+03
