#    L    TT             EE             TE             PP             TP          
  1652   0.342334E+03   0.192407E+02  -0.258864E+02   0.730135E+05  -0.391105E+02
  1653   0.342482E+03   0.191458E+02  -0.262050E+02   0.729051E+05  -0.391384E+02
  1654   0.342654E+03   0.190501E+02  -0.265196E+02   0.727968E+05  -0.390571E+02
  1655   0.342857E+03   0.189522E+02  -0.268251E+02   0.726887E+05  -0.388702E+02
  1656   0.343075E+03   0.188520E+02  -0.271252E+02   0.725808E+05  -0.385814E+02
  1657   0.343303E+03   0.187503E+02  -0.274183E+02   0.724731E+05  -0.381942E+02
  1658   0.343568E+03   0.186464E+02  -0.277052E+02   0.723656E+05  -0.377123E+02
  1659   0.343850E+03   0.185409E+02  -0.279845E+02   0.722582E+05  -0.371391E+02
  1660   0.344141E+03   0.184346E+02  -0.282568E+02   0.721511E+05  -0.364783E+02
  1661   0.344462E+03   0.183260E+02  -0.285229E+02   0.720441E+05  -0.357335E+02
  1662   0.344792E+03   0.182167E+02  -0.287820E+02   0.719373E+05  -0.349082E+02
  1663   0.345146E+03   0.181058E+02  -0.290326E+02   0.718307E+05  -0.340061E+02
  1664   0.345509E+03   0.179926E+02  -0.292762E+02   0.717242E+05  -0.330307E+02
  1665   0.345895E+03   0.178787E+02  -0.295128E+02   0.716180E+05  -0.319856E+02
  1666   0.346297E+03   0.177632E+02  -0.297432E+02   0.715119E+05  -0.308744E+02
  1667   0.346708E+03   0.176468E+02  -0.299642E+02   0.714060E+05  -0.297006E+02
  1668   0.347143E+03   0.175290E+02  -0.301790E+02   0.713003E+05  -0.284679E+02
  1669   0.347587E+03   0.174103E+02  -0.303853E+02   0.711948E+05  -0.271799E+02
  1670   0.348040E+03   0.172901E+02  -0.305838E+02   0.710894E+05  -0.258400E+02
  1671   0.348516E+03   0.171683E+02  -0.307759E+02   0.709843E+05  -0.244520E+02
  1672   0.349001E+03   0.170457E+02  -0.309595E+02   0.708793E+05  -0.230194E+02
  1673   0.349488E+03   0.169215E+02  -0.311352E+02   0.707745E+05  -0.215457E+02
  1674   0.349999E+03   0.167980E+02  -0.313032E+02   0.706699E+05  -0.200346E+02
  1675   0.350503E+03   0.166722E+02  -0.314632E+02   0.705654E+05  -0.184897E+02
  1676   0.351032E+03   0.165449E+02  -0.316154E+02   0.704611E+05  -0.169145E+02
  1677   0.351570E+03   0.164182E+02  -0.317598E+02   0.703570E+05  -0.153126E+02
  1678   0.352101E+03   0.162891E+02  -0.318963E+02   0.702531E+05  -0.136876E+02
  1679   0.352650E+03   0.161608E+02  -0.320248E+02   0.701494E+05  -0.120432E+02
  1680   0.353207E+03   0.160308E+02  -0.321448E+02   0.700458E+05  -0.103827E+02
  1681   0.353773E+03   0.158993E+02  -0.322568E+02   0.699424E+05  -0.870996E+01
  1682   0.354334E+03   0.157684E+02  -0.323624E+02   0.698392E+05  -0.702843E+01
  1683   0.354911E+03   0.156374E+02  -0.324586E+02   0.697362E+05  -0.534172E+01
  1684   0.355490E+03   0.155048E+02  -0.325476E+02   0.696333E+05  -0.365343E+01
  1685   0.356078E+03   0.153722E+02  -0.326286E+02   0.695306E+05  -0.196712E+01
  1686   0.356668E+03   0.152394E+02  -0.327002E+02   0.694281E+05  -0.286398E+00
  1687   0.357253E+03   0.151050E+02  -0.327646E+02   0.693258E+05   0.138516E+01
  1688   0.357854E+03   0.149712E+02  -0.328218E+02   0.692236E+05   0.304398E+01
  1689   0.358442E+03   0.148374E+02  -0.328694E+02   0.691216E+05   0.468646E+01
  1690   0.359031E+03   0.147027E+02  -0.329099E+02   0.690198E+05   0.630903E+01
  1691   0.359630E+03   0.145686E+02  -0.329430E+02   0.689182E+05   0.790810E+01
  1692   0.360231E+03   0.144329E+02  -0.329674E+02   0.688167E+05   0.948008E+01
  1693   0.360827E+03   0.142978E+02  -0.329838E+02   0.687154E+05   0.110214E+02
  1694   0.361417E+03   0.141633E+02  -0.329936E+02   0.686143E+05   0.125285E+02
  1695   0.362016E+03   0.140273E+02  -0.329939E+02   0.685133E+05   0.139977E+02
  1696   0.362610E+03   0.138925E+02  -0.329876E+02   0.684125E+05   0.154255E+02
  1697   0.363191E+03   0.137569E+02  -0.329733E+02   0.683119E+05   0.168083E+02
  1698   0.363781E+03   0.136220E+02  -0.329516E+02   0.682115E+05   0.181425E+02
  1699   0.364366E+03   0.134868E+02  -0.329211E+02   0.681112E+05   0.194245E+02
  1700   0.364946E+03   0.133508E+02  -0.328840E+02   0.680111E+05   0.206507E+02
  1701   0.365513E+03   0.132169E+02  -0.328388E+02   0.679111E+05   0.218185E+02
  1702   0.366089E+03   0.130821E+02  -0.327862E+02   0.678114E+05   0.229282E+02
  1703   0.366652E+03   0.129486E+02  -0.327270E+02   0.677118E+05   0.239812E+02
  1704   0.367210E+03   0.128143E+02  -0.326597E+02   0.676123E+05   0.249789E+02
  1705   0.367763E+03   0.126813E+02  -0.325849E+02   0.675131E+05   0.259225E+02
  1706   0.368302E+03   0.125467E+02  -0.325027E+02   0.674140E+05   0.268134E+02
  1707   0.368844E+03   0.124134E+02  -0.324147E+02   0.673151E+05   0.276530E+02
  1708   0.369372E+03   0.122815E+02  -0.323184E+02   0.672163E+05   0.284425E+02
  1709   0.369895E+03   0.121501E+02  -0.322154E+02   0.671177E+05   0.291833E+02
  1710   0.370405E+03   0.120202E+02  -0.321050E+02   0.670193E+05   0.298767E+02
  1711   0.370902E+03   0.118908E+02  -0.319872E+02   0.669210E+05   0.305240E+02
  1712   0.371401E+03   0.117606E+02  -0.318633E+02   0.668229E+05   0.311266E+02
  1713   0.371879E+03   0.116317E+02  -0.317327E+02   0.667250E+05   0.316858E+02
  1714   0.372344E+03   0.115041E+02  -0.315947E+02   0.666272E+05   0.322029E+02
  1715   0.372796E+03   0.113765E+02  -0.314514E+02   0.665296E+05   0.326793E+02
  1716   0.373249E+03   0.112501E+02  -0.313005E+02   0.664322E+05   0.331162E+02
  1717   0.373682E+03   0.111244E+02  -0.311437E+02   0.663349E+05   0.335151E+02
  1718   0.374094E+03   0.110001E+02  -0.309808E+02   0.662378E+05   0.338771E+02
  1719   0.374500E+03   0.108763E+02  -0.308111E+02   0.661409E+05   0.342038E+02
  1720   0.374901E+03   0.107540E+02  -0.306361E+02   0.660441E+05   0.344963E+02
  1721   0.375280E+03   0.106329E+02  -0.304543E+02   0.659474E+05   0.347561E+02
  1722   0.375654E+03   0.105118E+02  -0.302672E+02   0.658510E+05   0.349844E+02
  1723   0.376007E+03   0.103920E+02  -0.300740E+02   0.657547E+05   0.351826E+02
  1724   0.376339E+03   0.102743E+02  -0.298754E+02   0.656586E+05   0.353520E+02
  1725   0.376658E+03   0.101564E+02  -0.296707E+02   0.655626E+05   0.354939E+02
  1726   0.376963E+03   0.100407E+02  -0.294614E+02   0.654668E+05   0.356097E+02
  1727   0.377255E+03   0.992559E+01  -0.292460E+02   0.653711E+05   0.357007E+02
  1728   0.377526E+03   0.981333E+01  -0.290259E+02   0.652756E+05   0.357682E+02
  1729   0.377790E+03   0.970169E+01  -0.288005E+02   0.651803E+05   0.358135E+02
  1730   0.378019E+03   0.959066E+01  -0.285688E+02   0.650851E+05   0.358380E+02
  1731   0.378242E+03   0.948100E+01  -0.283340E+02   0.649901E+05   0.358431E+02
  1732   0.378444E+03   0.937270E+01  -0.280931E+02   0.648953E+05   0.358299E+02
  1733   0.378632E+03   0.926651E+01  -0.278481E+02   0.648006E+05   0.357999E+02
  1734   0.378798E+03   0.916094E+01  -0.275985E+02   0.647061E+05   0.357544E+02
  1735   0.378944E+03   0.905747E+01  -0.273434E+02   0.646117E+05   0.356947E+02
  1736   0.379076E+03   0.895463E+01  -0.270859E+02   0.645175E+05   0.356222E+02
  1737   0.379187E+03   0.885465E+01  -0.268228E+02   0.644234E+05   0.355381E+02
  1738   0.379277E+03   0.875528E+01  -0.265558E+02   0.643295E+05   0.354439E+02
  1739   0.379360E+03   0.865803E+01  -0.262855E+02   0.642358E+05   0.353407E+02
  1740   0.379407E+03   0.856214E+01  -0.260111E+02   0.641422E+05   0.352301E+02
  1741   0.379455E+03   0.846763E+01  -0.257320E+02   0.640487E+05   0.351132E+02
  1742   0.379467E+03   0.837522E+01  -0.254511E+02   0.639555E+05   0.349914E+02
  1743   0.379465E+03   0.828419E+01  -0.251654E+02   0.638623E+05   0.348661E+02
  1744   0.379442E+03   0.819527E+01  -0.248772E+02   0.637694E+05   0.347385E+02
  1745   0.379397E+03   0.810698E+01  -0.245856E+02   0.636766E+05   0.346101E+02
  1746   0.379331E+03   0.802155E+01  -0.242907E+02   0.635839E+05   0.344820E+02
  1747   0.379251E+03   0.793823E+01  -0.239932E+02   0.634914E+05   0.343558E+02
  1748   0.379142E+03   0.785703E+01  -0.236931E+02   0.633991E+05   0.342326E+02
  1749   0.379012E+03   0.777646E+01  -0.233889E+02   0.633069E+05   0.341138E+02
  1750   0.378859E+03   0.769800E+01  -0.230835E+02   0.632148E+05   0.340007E+02
  1751   0.378686E+03   0.762092E+01  -0.227762E+02   0.631229E+05   0.338945E+02
  1752   0.378498E+03   0.754522E+01  -0.224649E+02   0.630312E+05   0.337948E+02
  1753   0.378289E+03   0.747090E+01  -0.221531E+02   0.629396E+05   0.337013E+02
  1754   0.378058E+03   0.739945E+01  -0.218387E+02   0.628482E+05   0.336135E+02
  1755   0.377805E+03   0.733064E+01  -0.215224E+02   0.627569E+05   0.335309E+02
  1756   0.377538E+03   0.726271E+01  -0.212042E+02   0.626658E+05   0.334530E+02
  1757   0.377242E+03   0.719675E+01  -0.208848E+02   0.625748E+05   0.333794E+02
  1758   0.376916E+03   0.713263E+01  -0.205643E+02   0.624840E+05   0.333097E+02
  1759   0.376584E+03   0.707050E+01  -0.202427E+02   0.623933E+05   0.332434E+02
  1760   0.376222E+03   0.701043E+01  -0.199191E+02   0.623028E+05   0.331799E+02
  1761   0.375838E+03   0.695228E+01  -0.195952E+02   0.622124E+05   0.331189E+02
  1762   0.375433E+03   0.689598E+01  -0.192701E+02   0.621222E+05   0.330599E+02
  1763   0.375013E+03   0.684183E+01  -0.189438E+02   0.620321E+05   0.330023E+02
  1764   0.374578E+03   0.678974E+01  -0.186179E+02   0.619422E+05   0.329459E+02
  1765   0.374106E+03   0.673944E+01  -0.182908E+02   0.618524E+05   0.328900E+02
  1766   0.373620E+03   0.669106E+01  -0.179640E+02   0.617628E+05   0.328343E+02
  1767   0.373111E+03   0.664462E+01  -0.176361E+02   0.616733E+05   0.327782E+02
  1768   0.372581E+03   0.660026E+01  -0.173085E+02   0.615840E+05   0.327214E+02
  1769   0.372036E+03   0.655783E+01  -0.169820E+02   0.614948E+05   0.326632E+02
  1770   0.371461E+03   0.651727E+01  -0.166543E+02   0.614058E+05   0.326034E+02
  1771   0.370871E+03   0.647880E+01  -0.163277E+02   0.613169E+05   0.325414E+02
  1772   0.370266E+03   0.644220E+01  -0.160022E+02   0.612281E+05   0.324767E+02
  1773   0.369624E+03   0.640754E+01  -0.156755E+02   0.611395E+05   0.324090E+02
  1774   0.368975E+03   0.637491E+01  -0.153514E+02   0.610511E+05   0.323376E+02
  1775   0.368303E+03   0.634423E+01  -0.150276E+02   0.609628E+05   0.322623E+02
  1776   0.367616E+03   0.631542E+01  -0.147041E+02   0.608746E+05   0.321824E+02
  1777   0.366892E+03   0.628872E+01  -0.143832E+02   0.607866E+05   0.320976E+02
  1778   0.366160E+03   0.626382E+01  -0.140626E+02   0.606988E+05   0.320073E+02
  1779   0.365406E+03   0.624096E+01  -0.137439E+02   0.606110E+05   0.319112E+02
  1780   0.364637E+03   0.621999E+01  -0.134262E+02   0.605235E+05   0.318087E+02
  1781   0.363852E+03   0.620090E+01  -0.131103E+02   0.604360E+05   0.316995E+02
  1782   0.363030E+03   0.618379E+01  -0.127962E+02   0.603487E+05   0.315829E+02
  1783   0.362200E+03   0.616856E+01  -0.124839E+02   0.602616E+05   0.314586E+02
  1784   0.361362E+03   0.615516E+01  -0.121727E+02   0.601746E+05   0.313261E+02
  1785   0.360494E+03   0.614373E+01  -0.118648E+02   0.600877E+05   0.311850E+02
  1786   0.359611E+03   0.613413E+01  -0.115587E+02   0.600010E+05   0.310348E+02
  1787   0.358712E+03   0.612650E+01  -0.112544E+02   0.599144E+05   0.308749E+02
  1788   0.357798E+03   0.612064E+01  -0.109541E+02   0.598280E+05   0.307050E+02
  1789   0.356861E+03   0.611660E+01  -0.106549E+02   0.597417E+05   0.305246E+02
  1790   0.355901E+03   0.611440E+01  -0.103591E+02   0.596555E+05   0.303333E+02
  1791   0.354933E+03   0.611397E+01  -0.100665E+02   0.595695E+05   0.301305E+02
  1792   0.353949E+03   0.611538E+01  -0.977565E+01   0.594836E+05   0.299158E+02
  1793   0.352935E+03   0.611855E+01  -0.948815E+01   0.593979E+05   0.296887E+02
  1794   0.351920E+03   0.612342E+01  -0.920394E+01   0.593123E+05   0.294489E+02
  1795   0.350889E+03   0.613021E+01  -0.892302E+01   0.592269E+05   0.291957E+02
  1796   0.349813E+03   0.613863E+01  -0.864465E+01   0.591416E+05   0.289288E+02
  1797   0.348758E+03   0.614868E+01  -0.837032E+01   0.590564E+05   0.286477E+02
  1798   0.347673E+03   0.616043E+01  -0.809853E+01   0.589714E+05   0.283519E+02
  1799   0.346572E+03   0.617397E+01  -0.783078E+01   0.588865E+05   0.280410E+02
  1800   0.345462E+03   0.618914E+01  -0.756705E+01   0.588017E+05   0.277145E+02
  1801   0.344344E+03   0.620587E+01  -0.730633E+01   0.587171E+05   0.273722E+02
  1802   0.343218E+03   0.622417E+01  -0.704979E+01   0.586326E+05   0.270151E+02
  1803   0.342068E+03   0.624411E+01  -0.679759E+01   0.585483E+05   0.266443E+02
  1804   0.340895E+03   0.626555E+01  -0.654834E+01   0.584640E+05   0.262612E+02
  1805   0.339713E+03   0.628864E+01  -0.630360E+01   0.583800E+05   0.258669E+02
  1806   0.338531E+03   0.631329E+01  -0.606292E+01   0.582960E+05   0.254627E+02
  1807   0.337325E+03   0.633945E+01  -0.582655E+01   0.582122E+05   0.250498E+02
  1808   0.336110E+03   0.636689E+01  -0.559426E+01   0.581286E+05   0.246294E+02
  1809   0.334887E+03   0.639568E+01  -0.536643E+01   0.580451E+05   0.242028E+02
  1810   0.333655E+03   0.642606E+01  -0.514307E+01   0.579617E+05   0.237711E+02
  1811   0.332400E+03   0.645779E+01  -0.492412E+01   0.578784E+05   0.233356E+02
  1812   0.331144E+03   0.649096E+01  -0.470988E+01   0.577953E+05   0.228976E+02
  1813   0.329879E+03   0.652542E+01  -0.450021E+01   0.577123E+05   0.224581E+02
  1814   0.328598E+03   0.656117E+01  -0.429526E+01   0.576294E+05   0.220186E+02
  1815   0.327316E+03   0.659822E+01  -0.409504E+01   0.575467E+05   0.215802E+02
  1816   0.326025E+03   0.663648E+01  -0.389978E+01   0.574641E+05   0.211440E+02
  1817   0.324719E+03   0.667597E+01  -0.370920E+01   0.573817E+05   0.207115E+02
  1818   0.323403E+03   0.671669E+01  -0.352359E+01   0.572994E+05   0.202837E+02
  1819   0.322065E+03   0.675870E+01  -0.334304E+01   0.572172E+05   0.198619E+02
  1820   0.320739E+03   0.680165E+01  -0.316748E+01   0.571351E+05   0.194473E+02
  1821   0.319413E+03   0.684582E+01  -0.299700E+01   0.570532E+05   0.190412E+02
  1822   0.318071E+03   0.689101E+01  -0.283167E+01   0.569714E+05   0.186447E+02
  1823   0.316749E+03   0.693735E+01  -0.267150E+01   0.568898E+05   0.182592E+02
  1824   0.315397E+03   0.698441E+01  -0.251643E+01   0.568082E+05   0.178858E+02
  1825   0.314043E+03   0.703242E+01  -0.236676E+01   0.567269E+05   0.175257E+02
  1826   0.312681E+03   0.708218E+01  -0.222228E+01   0.566456E+05   0.171802E+02
  1827   0.311325E+03   0.713251E+01  -0.208306E+01   0.565645E+05   0.168506E+02
  1828   0.309953E+03   0.718365E+01  -0.194926E+01   0.564835E+05   0.165379E+02
  1829   0.308579E+03   0.723484E+01  -0.182075E+01   0.564026E+05   0.162435E+02
  1830   0.307204E+03   0.728832E+01  -0.169760E+01   0.563218E+05   0.159686E+02
  1831   0.305828E+03   0.734186E+01  -0.157989E+01   0.562412E+05   0.157144E+02
  1832   0.304443E+03   0.739620E+01  -0.146764E+01   0.561607E+05   0.154821E+02
  1833   0.303065E+03   0.745135E+01  -0.136070E+01   0.560804E+05   0.152730E+02
  1834   0.301684E+03   0.750657E+01  -0.125945E+01   0.560002E+05   0.150882E+02
  1835   0.300295E+03   0.756335E+01  -0.116338E+01   0.559201E+05   0.149291E+02
  1836   0.298905E+03   0.762168E+01  -0.107301E+01   0.558401E+05   0.147968E+02
  1837   0.297521E+03   0.767859E+01  -0.988059E+00   0.557603E+05   0.146926E+02
  1838   0.296135E+03   0.773707E+01  -0.908679E+00   0.556806E+05   0.146176E+02
  1839   0.294741E+03   0.779636E+01  -0.834730E+00   0.556010E+05   0.145732E+02
  1840   0.293360E+03   0.785499E+01  -0.766368E+00   0.555215E+05   0.145605E+02
  1841   0.291978E+03   0.791519E+01  -0.703451E+00   0.554422E+05   0.145807E+02
  1842   0.290594E+03   0.797547E+01  -0.646062E+00   0.553630E+05   0.146352E+02
  1843   0.289209E+03   0.803583E+01  -0.594208E+00   0.552839E+05   0.147250E+02
  1844   0.287829E+03   0.809702E+01  -0.547747E+00   0.552049E+05   0.148515E+02
  1845   0.286471E+03   0.815829E+01  -0.506836E+00   0.551261E+05   0.150159E+02
  1846   0.285089E+03   0.822040E+01  -0.471260E+00   0.550474E+05   0.152193E+02
  1847   0.283720E+03   0.828260E+01  -0.441322E+00   0.549688E+05   0.154630E+02
  1848   0.282350E+03   0.834490E+01  -0.416660E+00   0.548904E+05   0.157483E+02
  1849   0.280986E+03   0.840729E+01  -0.397429E+00   0.548121E+05   0.160764E+02
  1850   0.279628E+03   0.846977E+01  -0.383562E+00   0.547339E+05   0.164484E+02
  1851   0.278253E+03   0.853310E+01  -0.375067E+00   0.546558E+05   0.168652E+02
  1852   0.276914E+03   0.859727E+01  -0.371950E+00   0.545778E+05   0.173256E+02
  1853   0.275559E+03   0.866005E+01  -0.374071E+00   0.545000E+05   0.178280E+02
  1854   0.274217E+03   0.872293E+01  -0.381586E+00   0.544223E+05   0.183707E+02
  1855   0.272881E+03   0.878517E+01  -0.394278E+00   0.543447E+05   0.189521E+02
  1856   0.271559E+03   0.884824E+01  -0.412081E+00   0.542672E+05   0.195706E+02
  1857   0.270235E+03   0.891216E+01  -0.435150E+00   0.541899E+05   0.202247E+02
  1858   0.268917E+03   0.897468E+01  -0.463343E+00   0.541127E+05   0.209125E+02
  1859   0.267613E+03   0.903805E+01  -0.496743E+00   0.540356E+05   0.216326E+02
  1860   0.266307E+03   0.910003E+01  -0.535060E+00   0.539586E+05   0.223834E+02
  1861   0.265022E+03   0.916285E+01  -0.578522E+00   0.538818E+05   0.231631E+02
  1862   0.263744E+03   0.922502E+01  -0.626842E+00   0.538050E+05   0.239702E+02
  1863   0.262456E+03   0.928728E+01  -0.680024E+00   0.537284E+05   0.248030E+02
  1864   0.261197E+03   0.935039E+01  -0.738152E+00   0.536519E+05   0.256600E+02
  1865   0.259937E+03   0.941210E+01  -0.801084E+00   0.535756E+05   0.265394E+02
  1866   0.258698E+03   0.947317E+01  -0.868826E+00   0.534993E+05   0.274398E+02
  1867   0.257450E+03   0.953433E+01  -0.941089E+00   0.534232E+05   0.283594E+02
  1868   0.256223E+03   0.959485E+01  -0.101818E+01   0.533472E+05   0.292966E+02
  1869   0.255010E+03   0.965471E+01  -0.109973E+01   0.532713E+05   0.302499E+02
  1870   0.253803E+03   0.971467E+01  -0.118597E+01   0.531956E+05   0.312175E+02
  1871   0.252602E+03   0.977472E+01  -0.127653E+01   0.531199E+05   0.321980E+02
  1872   0.251422E+03   0.983339E+01  -0.137166E+01   0.530444E+05   0.331895E+02
  1873   0.250249E+03   0.989214E+01  -0.147105E+01   0.529690E+05   0.341906E+02
  1874   0.249089E+03   0.994950E+01  -0.157479E+01   0.528937E+05   0.351996E+02
  1875   0.247943E+03   0.100070E+02  -0.168273E+01   0.528185E+05   0.362149E+02
  1876   0.246804E+03   0.100638E+02  -0.179475E+01   0.527434E+05   0.372348E+02
  1877   0.245678E+03   0.101199E+02  -0.191090E+01   0.526685E+05   0.382578E+02
  1878   0.244558E+03   0.101747E+02  -0.203107E+01   0.525937E+05   0.392821E+02
  1879   0.243460E+03   0.102288E+02  -0.215502E+01   0.525190E+05   0.403063E+02
  1880   0.242376E+03   0.102822E+02  -0.228299E+01   0.524444E+05   0.413286E+02
  1881   0.241305E+03   0.103351E+02  -0.241462E+01   0.523699E+05   0.423475E+02
  1882   0.240241E+03   0.103880E+02  -0.254992E+01   0.522956E+05   0.433613E+02
  1883   0.239198E+03   0.104387E+02  -0.268888E+01   0.522213E+05   0.443684E+02
  1884   0.238168E+03   0.104903E+02  -0.283137E+01   0.521472E+05   0.453672E+02
  1885   0.237153E+03   0.105398E+02  -0.297740E+01   0.520732E+05   0.463561E+02
  1886   0.236144E+03   0.105893E+02  -0.312667E+01   0.519993E+05   0.473333E+02
  1887   0.235150E+03   0.106375E+02  -0.327942E+01   0.519255E+05   0.482974E+02
  1888   0.234183E+03   0.106842E+02  -0.343528E+01   0.518519E+05   0.492467E+02
  1889   0.233216E+03   0.107303E+02  -0.359433E+01   0.517783E+05   0.501795E+02
  1890   0.232271E+03   0.107758E+02  -0.375651E+01   0.517049E+05   0.510943E+02
  1891   0.231347E+03   0.108206E+02  -0.392152E+01   0.516316E+05   0.519894E+02
  1892   0.230429E+03   0.108640E+02  -0.408960E+01   0.515584E+05   0.528632E+02
  1893   0.229525E+03   0.109067E+02  -0.426031E+01   0.514853E+05   0.537141E+02
  1894   0.228643E+03   0.109480E+02  -0.443366E+01   0.514123E+05   0.545405E+02
  1895   0.227767E+03   0.109887E+02  -0.460972E+01   0.513395E+05   0.553407E+02
  1896   0.226913E+03   0.110288E+02  -0.478835E+01   0.512667E+05   0.561130E+02
  1897   0.226081E+03   0.110667E+02  -0.496942E+01   0.511941E+05   0.568560E+02
  1898   0.225255E+03   0.111039E+02  -0.515300E+01   0.511215E+05   0.575680E+02
  1899   0.224450E+03   0.111405E+02  -0.533873E+01   0.510491E+05   0.582472E+02
  1900   0.223652E+03   0.111749E+02  -0.552677E+01   0.509768E+05   0.588923E+02
  1901   0.222876E+03   0.112087E+02  -0.571705E+01   0.509046E+05   0.595016E+02
  1902   0.222121E+03   0.112411E+02  -0.590927E+01   0.508326E+05   0.600746E+02
  1903   0.221373E+03   0.112721E+02  -0.610314E+01   0.507606E+05   0.606109E+02
  1904   0.220662E+03   0.113031E+02  -0.629836E+01   0.506888E+05   0.611102E+02
  1905   0.219935E+03   0.113320E+02  -0.649611E+01   0.506170E+05   0.615720E+02
  1906   0.219237E+03   0.113595E+02  -0.669567E+01   0.505454E+05   0.619960E+02
  1907   0.218561E+03   0.113871E+02  -0.689554E+01   0.504739E+05   0.623817E+02
  1908   0.217900E+03   0.114125E+02  -0.709795E+01   0.504024E+05   0.627288E+02
  1909   0.217245E+03   0.114365E+02  -0.730068E+01   0.503311E+05   0.630369E+02
  1910   0.216612E+03   0.114606E+02  -0.750520E+01   0.502599E+05   0.633056E+02
  1911   0.216001E+03   0.114826E+02  -0.771153E+01   0.501889E+05   0.635345E+02
  1912   0.215405E+03   0.115031E+02  -0.791744E+01   0.501179E+05   0.637232E+02
  1913   0.214830E+03   0.115221E+02  -0.812440E+01   0.500470E+05   0.638714E+02
  1914   0.214262E+03   0.115398E+02  -0.833243E+01   0.499763E+05   0.639785E+02
  1915   0.213717E+03   0.115568E+02  -0.854152E+01   0.499056E+05   0.640444E+02
  1916   0.213178E+03   0.115723E+02  -0.875093E+01   0.498351E+05   0.640685E+02
  1917   0.212669E+03   0.115857E+02  -0.896141E+01   0.497647E+05   0.640504E+02
  1918   0.212167E+03   0.115992E+02  -0.917221E+01   0.496943E+05   0.639899E+02
  1919   0.211688E+03   0.116104E+02  -0.938333E+01   0.496241E+05   0.638864E+02
  1920   0.211223E+03   0.116202E+02  -0.959478E+01   0.495540E+05   0.637397E+02
  1921   0.210765E+03   0.116294E+02  -0.980581E+01   0.494840E+05   0.635492E+02
  1922   0.210337E+03   0.116364E+02  -0.100172E+02   0.494141E+05   0.633147E+02
  1923   0.209916E+03   0.116426E+02  -0.102281E+02   0.493443E+05   0.630357E+02
  1924   0.209503E+03   0.116474E+02  -0.104394E+02   0.492747E+05   0.627119E+02
  1925   0.209126E+03   0.116501E+02  -0.106510E+02   0.492051E+05   0.623428E+02
  1926   0.208750E+03   0.116528E+02  -0.108614E+02   0.491356E+05   0.619281E+02
  1927   0.208381E+03   0.116540E+02  -0.110729E+02   0.490663E+05   0.614674E+02
  1928   0.208050E+03   0.116538E+02  -0.112811E+02   0.489970E+05   0.609603E+02
  1929   0.207718E+03   0.116521E+02  -0.114910E+02   0.489279E+05   0.604064E+02
  1930   0.207409E+03   0.116490E+02  -0.116991E+02   0.488588E+05   0.598052E+02
  1931   0.207123E+03   0.116437E+02  -0.119067E+02   0.487899E+05   0.591566E+02
  1932   0.206844E+03   0.116385E+02  -0.121132E+02   0.487211E+05   0.584599E+02
  1933   0.206580E+03   0.116310E+02  -0.123193E+02   0.486523E+05   0.577149E+02
  1934   0.206331E+03   0.116228E+02  -0.125242E+02   0.485837E+05   0.569211E+02
  1935   0.206098E+03   0.116124E+02  -0.127280E+02   0.485152E+05   0.560782E+02
  1936   0.205879E+03   0.116021E+02  -0.129307E+02   0.484468E+05   0.551858E+02
  1937   0.205669E+03   0.115880E+02  -0.131314E+02   0.483785E+05   0.542435E+02
  1938   0.205481E+03   0.115747E+02  -0.133311E+02   0.483103E+05   0.532509E+02
  1939   0.205308E+03   0.115592E+02  -0.135295E+02   0.482422E+05   0.522075E+02
  1940   0.205143E+03   0.115430E+02  -0.137268E+02   0.481742E+05   0.511131E+02
  1941   0.205001E+03   0.115253E+02  -0.139215E+02   0.481063E+05   0.499673E+02
  1942   0.204860E+03   0.115062E+02  -0.141151E+02   0.480385E+05   0.487695E+02
  1943   0.204741E+03   0.114863E+02  -0.143075E+02   0.479708E+05   0.475196E+02
  1944   0.204638E+03   0.114634E+02  -0.144973E+02   0.479032E+05   0.462170E+02
  1945   0.204535E+03   0.114413E+02  -0.146844E+02   0.478357E+05   0.448613E+02
  1946   0.204455E+03   0.114170E+02  -0.148712E+02   0.477683E+05   0.434523E+02
  1947   0.204376E+03   0.113919E+02  -0.150546E+02   0.477010E+05   0.419894E+02
  1948   0.204327E+03   0.113654E+02  -0.152369E+02   0.476339E+05   0.404724E+02
  1949   0.204279E+03   0.113366E+02  -0.154158E+02   0.475668E+05   0.389007E+02
  1950   0.204246E+03   0.113078E+02  -0.155935E+02   0.474998E+05   0.372741E+02
  1951   0.204230E+03   0.112783E+02  -0.157679E+02   0.474329E+05   0.355928E+02
  1952   0.204221E+03   0.112458E+02  -0.159405E+02   0.473661E+05   0.338593E+02
  1953   0.204228E+03   0.112134E+02  -0.161103E+02   0.472995E+05   0.320770E+02
  1954   0.204243E+03   0.111794E+02  -0.162776E+02   0.472329E+05   0.302491E+02
  1955   0.204267E+03   0.111446E+02  -0.164429E+02   0.471664E+05   0.283788E+02
  1956   0.204298E+03   0.111084E+02  -0.166049E+02   0.471000E+05   0.264694E+02
  1957   0.204375E+03   0.110707E+02  -0.167642E+02   0.470337E+05   0.245242E+02
  1958   0.204409E+03   0.110322E+02  -0.169209E+02   0.469676E+05   0.225464E+02
  1959   0.204480E+03   0.109922E+02  -0.170748E+02   0.469015E+05   0.205392E+02
  1960   0.204552E+03   0.109522E+02  -0.172262E+02   0.468355E+05   0.185059E+02
